Year,Make,Model,Engine_Size,Mileage,Transmission,Fuel_Type,Owner_Type,Price
2014,Audi,Q3,3.0,85160,Automatic,Electric,First,23823.6
2017,Audi,Q3,1.8,113747,Manual,Hybrid,Second,14581.98
2019,Audi,Q3,2.0,27718,Manual,Electric,Third,24106.71
2019,Audi,Q3,3.0,123203,Manual,Hybrid,Third,20260.3
2022,Audi,Q3,1.8,120537,Automatic,Diesel,Third,22069.75
2022,Audi,Q3,3.0,110919,Manual,Hybrid,Third,26228.03
2016,Audi,Q3,3.0,118157,Manual,Petrol,First,15712.49
2018,Audi,Q3,1.8,50879,Manual,Petrol,First,22654.02
2016,Audi,Q3,1.8,110716,Automatic,Diesel,Second,13899.99
2024,Audi,Q3,3.0,73220,Automatic,Petrol,Second,36553.42
2018,Audi,Q3,2.0,20946,Manual,Diesel,Third,18748.85
2017,Audi,Q3,3.0,116301,Automatic,Electric,First,27355.64
2018,Audi,Q3,3.0,126500,Automatic,Petrol,Second,17925.34
2014,Audi,Q3,1.8,111295,Manual,Diesel,Second,7190.43
2024,Audi,Q3,1.8,114539,Manual,Petrol,Second,29983.6
2022,Audi,Q3,3.0,85045,Automatic,Hybrid,First,38378.21
2021,Audi,Q3,2.0,55282,Automatic,Electric,Third,27586.3
2016,Audi,Q3,1.8,116483,Automatic,Electric,First,21954.43
2024,Audi,Q3,1.8,52039,Manual,Petrol,Second,35561.88
2021,Audi,Q3,2.0,50984,Manual,Petrol,First,31650.24
2021,Audi,Q3,3.0,86492,Manual,Electric,Third,27419.87
2019,Audi,Q3,2.0,110848,Automatic,Electric,Second,24497.6
2014,Audi,Q3,1.8,123824,Manual,Petrol,Third,4713.72
2019,Audi,Q3,2.0,109210,Manual,Electric,Second,22456.27
2022,Audi,Q3,2.0,49898,Manual,Electric,Second,33402.08
2016,Audi,Q3,1.8,18977,Manual,Electric,Second,21498.46
2015,Audi,Q3,3.0,60655,Manual,Petrol,First,16995.02
2020,Audi,Q3,2.0,46937,Automatic,Hybrid,Third,22800.85
2023,Audi,Q3,3.0,110299,Manual,Electric,Third,27956.89
2019,Audi,Q3,1.8,32039,Automatic,Petrol,First,27319.84
2016,Audi,A3,2.0,92749,Automatic,Diesel,First,19903.23
2024,Audi,A3,3.0,99500,Automatic,Petrol,First,39827.38
2018,Audi,A3,2.0,103965,Manual,Diesel,Third,15912.55
2014,Audi,A3,3.0,7698,Manual,Petrol,Second,13239.2
2023,Audi,A3,3.0,91715,Automatic,Diesel,Third,27609.07
2022,Audi,A3,3.0,10377,Manual,Diesel,First,36384.31
2020,Audi,A3,2.0,39801,Manual,Hybrid,Third,21876.06
2023,Audi,A3,2.0,87320,Automatic,Electric,Third,31216.25
2018,Audi,A3,2.0,10500,Manual,Petrol,Second,17561.99
2014,Audi,A3,1.8,124471,Manual,Diesel,Third,5950.29
2022,Audi,A3,2.0,52939,Automatic,Diesel,Third,24670.39
2020,Audi,A3,1.8,115117,Manual,Petrol,Third,17075.62
2015,Audi,A3,1.8,31794,Manual,Electric,First,19929.41
2018,Audi,A3,2.0,102961,Manual,Diesel,First,19854.67
2014,Audi,A3,2.0,66436,Manual,Diesel,First,16785.16
2018,Audi,A3,3.0,128056,Manual,Petrol,First,22879.95
2013,Audi,A3,2.0,6328,Automatic,Diesel,Third,8520.04
2014,Audi,A3,2.0,116182,Manual,Diesel,Second,10630.91
2015,Audi,A3,3.0,116819,Manual,Petrol,Second,12121.46
2017,Audi,A3,3.0,85537,Automatic,Diesel,Third,17923.5
2014,Audi,A3,1.8,89378,Manual,Hybrid,First,15251.53
2015,Audi,A3,3.0,50628,Automatic,Diesel,Third,15216.92
2016,Audi,A3,3.0,120361,Manual,Petrol,Second,10280.36
2019,Audi,A3,2.0,4634,Manual,Diesel,Third,21225.13
2019,Audi,A3,1.8,115635,Automatic,Petrol,Second,20096.17
2018,Audi,A3,2.0,42103,Automatic,Diesel,Second,19057.66
2023,Audi,A3,1.8,54586,Automatic,Hybrid,Second,35440.41
2013,Audi,A3,3.0,100155,Manual,Hybrid,Second,11802.01
2023,Audi,A3,2.0,111182,Automatic,Electric,Third,29923.13
2016,Audi,A3,3.0,56239,Manual,Hybrid,Third,12419.53
2016,Audi,A3,3.0,48984,Manual,Diesel,Third,14169.95
2024,Audi,A3,3.0,75454,Automatic,Petrol,Second,33567.03
2021,Audi,A3,1.8,113213,Manual,Petrol,Second,22759.99
2018,Audi,A3,2.0,27346,Manual,Electric,Third,22848.89
2020,Audi,A3,2.0,62207,Manual,Diesel,Second,24153.24
2016,Audi,A3,1.8,113515,Automatic,Petrol,Third,8768.71
2022,Audi,A3,1.8,89973,Automatic,Petrol,Second,23264.37
2022,Audi,A3,2.0,97764,Manual,Electric,Third,24775.65
2018,Audi,A3,2.0,75138,Manual,Petrol,Second,22066.43
2024,Audi,A3,3.0,29817,Manual,Petrol,Second,38049.38
2019,Audi,A3,1.8,53193,Manual,Electric,Third,20288.74
2023,Audi,A3,3.0,101538,Automatic,Electric,Second,36779.67
2020,Audi,A3,2.0,20383,Automatic,Diesel,First,33688.1
2014,Audi,A3,2.0,63523,Manual,Electric,First,15536.14
2020,Audi,A3,3.0,106429,Manual,Electric,First,31055.29
2021,Audi,A3,1.8,26138,Manual,Petrol,Third,21586.12
2013,Audi,A3,2.0,12028,Manual,Petrol,First,10731.85
2022,Audi,A3,2.0,47390,Manual,Diesel,First,40120.91
2016,Audi,A3,3.0,95752,Automatic,Hybrid,Second,16841.83
2023,Audi,A3,1.8,75964,Manual,Diesel,First,34574.73
2013,Audi,A3,2.0,127820,Manual,Petrol,Third,3056.22
2022,Audi,A3,1.8,103282,Manual,Hybrid,Third,26246.54
2014,Audi,A3,2.0,84664,Automatic,Diesel,First,15311.89
2018,Audi,A3,1.8,90081,Manual,Electric,First,27696.49
2013,Audi,A3,3.0,72907,Manual,Diesel,Third,6816.17
2021,Audi,A3,3.0,79749,Manual,Petrol,Third,23967.83
2017,Audi,A3,2.0,10344,Manual,Petrol,Third,15363.17
2024,Audi,A3,1.8,31285,Automatic,Diesel,Third,29573.8
2014,Audi,A3,3.0,21007,Manual,Electric,First,19883.78
2024,Audi,A3,2.0,61543,Manual,Hybrid,First,37987.23
2023,Audi,A3,2.0,58258,Automatic,Petrol,Second,29976.76
2020,Audi,A3,1.8,64599,Manual,Hybrid,Second,21851.09
2022,Audi,A3,2.0,93251,Automatic,Hybrid,First,36545.61
2014,Audi,A3,1.8,32948,Manual,Petrol,Second,7051.67
2015,Audi,A3,3.0,99806,Manual,Petrol,Third,11946.47
2015,Audi,A3,2.0,94282,Manual,Hybrid,First,15119.46
2020,Audi,A3,2.0,62019,Automatic,Electric,Second,30541.59
2019,Audi,A3,2.0,110942,Automatic,Hybrid,First,29752.02
2019,Audi,A3,1.8,107531,Automatic,Electric,Second,25729.28
2017,Audi,A3,1.8,103447,Automatic,Petrol,Second,12765.08
2022,Audi,A3,3.0,42288,Automatic,Hybrid,First,39872.28
2020,Audi,A3,3.0,62722,Automatic,Diesel,Third,21507.93
2015,Audi,A3,2.0,88134,Manual,Petrol,Second,12844.7
2023,Audi,A3,1.8,6399,Manual,Electric,Second,35714.94
2017,Audi,A3,2.0,109035,Automatic,Petrol,Second,18312.86
2016,Audi,A3,2.0,14809,Manual,Petrol,First,19527.85
2015,Audi,A3,2.0,24891,Manual,Diesel,First,17275.39
2013,Audi,A3,2.0,116174,Automatic,Electric,Second,8256.19
2013,Audi,A3,2.0,42865,Manual,Hybrid,Second,11764.31
2022,Audi,A3,3.0,80355,Manual,Hybrid,First,34624.52
2014,Audi,A5,2.0,129167,Manual,Petrol,First,12988.88
2014,Audi,A5,2.0,77500,Automatic,Petrol,Third,10216.28
2013,Audi,A5,1.8,57833,Manual,Hybrid,Second,7306.87
2014,Audi,A5,3.0,113766,Manual,Diesel,Third,12094.96
2013,Audi,A5,3.0,67353,Automatic,Petrol,Third,12911.59
2023,Audi,A5,1.8,100104,Automatic,Diesel,First,36794.61
2020,Audi,A5,3.0,124294,Automatic,Electric,First,31453.81
2024,Audi,A5,1.8,6311,Manual,Diesel,Third,28281.09
2018,Audi,A5,2.0,99755,Automatic,Petrol,First,21376.92
2017,Audi,A5,3.0,81255,Manual,Electric,Second,19697.52
2014,Audi,A5,3.0,102532,Manual,Petrol,Third,6615.68
2020,Audi,A5,2.0,62570,Manual,Petrol,First,27070.96
2022,Audi,A5,1.8,85445,Manual,Electric,Third,27818.91
2020,Audi,A5,1.8,64920,Automatic,Hybrid,Third,23551.18
2015,Audi,A5,2.0,17987,Manual,Diesel,Second,14756.3
2015,Audi,A5,2.0,115616,Manual,Petrol,Third,12292.28
2017,Audi,A5,1.8,110893,Manual,Electric,Third,18930.5
2013,Audi,A5,1.8,106467,Automatic,Diesel,First,7127.06
2017,Audi,A5,3.0,107992,Manual,Hybrid,Second,21306.52
2016,Audi,A5,2.0,108657,Automatic,Electric,First,20948.88
2020,Audi,A5,1.8,84468,Manual,Diesel,Second,25086.06
2013,Audi,A5,3.0,118518,Manual,Electric,First,11830.65
2015,Audi,A5,3.0,61215,Automatic,Petrol,First,20297.97
2015,Audi,A5,1.8,96077,Manual,Diesel,Third,8383.49
2022,Audi,A5,2.0,70967,Automatic,Diesel,Second,24507.69
2024,Audi,A5,2.0,60142,Manual,Diesel,First,36849.5
2018,Audi,A5,1.8,52119,Automatic,Petrol,First,20355.27
2024,Audi,A5,2.0,99185,Manual,Hybrid,Second,30041.15
2014,Audi,A5,3.0,45789,Automatic,Electric,Third,13378.22
2014,Audi,A5,2.0,127971,Automatic,Electric,Third,10801.02
2019,Audi,A5,3.0,114302,Manual,Petrol,Second,20143.06
2022,Audi,A5,1.8,25413,Manual,Diesel,Second,30920.72
2014,Audi,A5,2.0,104154,Automatic,Hybrid,Second,10877.28
2016,Audi,A5,1.8,83824,Automatic,Petrol,First,18230.16
2016,Audi,A5,1.8,113249,Automatic,Petrol,Third,13422.71
2024,Audi,A5,1.8,73173,Automatic,Electric,Second,38269.93
2018,Audi,A5,3.0,92116,Automatic,Diesel,First,26763.08
2014,Audi,A5,3.0,4363,Manual,Hybrid,Third,15353.34
2013,Audi,A5,1.8,48991,Manual,Petrol,Second,8427.23
2018,Audi,A5,2.0,24471,Automatic,Diesel,Third,19575.36
2013,Audi,A5,1.8,26511,Automatic,Hybrid,Second,12138.41
2019,Audi,A5,1.8,61398,Automatic,Hybrid,Third,19538.94
2020,Audi,A5,3.0,121141,Automatic,Petrol,First,29719.11
2022,Audi,A5,2.0,98347,Manual,Hybrid,Third,25791.26
2017,Audi,A5,1.8,67990,Automatic,Hybrid,Second,19699.43
2017,Audi,A5,3.0,76916,Automatic,Petrol,Second,21612.96
2020,Audi,A5,1.8,76212,Automatic,Petrol,First,27108.53
2022,Audi,A5,3.0,112928,Manual,Petrol,Third,23227.74
2024,Audi,A5,2.0,15663,Manual,Diesel,Second,36454.1
2023,Audi,A5,1.8,69376,Manual,Diesel,Third,27993.64
2024,Audi,A5,1.8,18847,Manual,Hybrid,First,39472.61
2019,Audi,A5,1.8,113736,Automatic,Petrol,Third,20605.38
2018,Audi,A5,1.8,120704,Automatic,Hybrid,Second,22133.41
2016,Audi,A5,2.0,105927,Manual,Hybrid,Third,14313.0
2020,Audi,A5,2.0,98619,Manual,Electric,Third,22239.94
2017,Audi,A5,1.8,78324,Automatic,Diesel,Third,16094.26
2016,Audi,A5,1.8,46408,Automatic,Hybrid,Third,16862.36
2017,Audi,A5,1.8,62416,Manual,Electric,First,21630.15
2013,Audi,A5,2.0,31194,Manual,Electric,First,16544.46
2020,Audi,A5,3.0,17378,Manual,Petrol,First,32681.33
2019,Audi,A5,2.0,36428,Manual,Diesel,Second,22424.98
2017,Audi,A5,3.0,91545,Automatic,Hybrid,Second,20296.25
2023,Audi,A5,2.0,15289,Manual,Electric,Second,40420.35
2022,Audi,A5,2.0,117889,Automatic,Petrol,Second,27365.13
2018,Audi,A5,2.0,18327,Automatic,Hybrid,Second,25799.13
2013,Audi,A5,1.8,79347,Manual,Hybrid,First,8431.82
2021,Audi,A5,1.8,50042,Automatic,Hybrid,Second,31573.95
2015,Audi,A5,2.0,52699,Automatic,Electric,Second,16984.61
2024,Audi,A5,1.8,98023,Manual,Electric,Third,29196.46
2023,Audi,A5,2.0,19719,Automatic,Petrol,Second,33111.54
2021,Audi,A5,3.0,124743,Automatic,Hybrid,Second,31372.43
2018,Audi,A5,2.0,43194,Automatic,Hybrid,Third,16372.62
2024,Audi,A5,1.8,77327,Automatic,Hybrid,First,41768.51
2019,Audi,A5,2.0,19860,Manual,Hybrid,Second,22493.06
2021,Audi,A5,2.0,115661,Manual,Diesel,Third,23016.65
2023,Audi,A5,1.8,81539,Automatic,Electric,Second,35808.99
2017,Audi,A5,3.0,77217,Automatic,Hybrid,First,24260.41
2022,Audi,A5,2.0,116451,Manual,Electric,Third,21331.52
2022,Audi,A5,1.8,112768,Manual,Petrol,Third,19048.78
2020,Audi,A5,2.0,78614,Automatic,Petrol,Third,19446.05
2022,Audi,e-tron,2.0,48471,Manual,Electric,Second,31775.28
2020,Audi,e-tron,3.0,62035,Manual,Electric,Third,24260.1
2014,Audi,e-tron,1.8,71398,Manual,Electric,Second,16878.37
2022,Audi,e-tron,3.0,71347,Automatic,Diesel,Third,24051.63
2018,Audi,e-tron,2.0,30284,Automatic,Petrol,Second,21206.58
2016,Audi,e-tron,3.0,41036,Manual,Hybrid,First,23265.82
2014,Audi,e-tron,3.0,18987,Manual,Electric,Third,14678.0
2013,Audi,e-tron,3.0,62026,Automatic,Electric,First,18542.53
2019,Audi,e-tron,2.0,100366,Automatic,Electric,First,31007.72
2022,Audi,e-tron,1.8,109137,Manual,Electric,Second,31753.31
2020,Audi,e-tron,3.0,15416,Manual,Petrol,Third,24417.16
2015,Audi,e-tron,1.8,25972,Manual,Petrol,Third,13022.34
2018,Audi,e-tron,3.0,10826,Automatic,Diesel,First,30944.7
2016,Audi,e-tron,1.8,27520,Automatic,Petrol,Third,15025.04
2016,Audi,e-tron,1.8,19257,Automatic,Electric,Second,17662.6
2016,Audi,e-tron,2.0,76750,Automatic,Petrol,Second,13684.03
2024,Audi,e-tron,3.0,83987,Automatic,Diesel,Third,28171.2
2019,Audi,e-tron,3.0,14503,Automatic,Petrol,Third,24394.1
2021,Audi,e-tron,2.0,48335,Manual,Diesel,Third,21521.61
2023,Audi,e-tron,2.0,56912,Automatic,Hybrid,Third,30335.3
2017,Audi,e-tron,1.8,58186,Automatic,Electric,First,29516.09
2019,Audi,e-tron,3.0,18640,Automatic,Hybrid,First,33602.64
2014,Audi,e-tron,1.8,87606,Automatic,Electric,First,16721.35
2022,Audi,e-tron,1.8,29564,Manual,Petrol,Second,30047.39
2020,Audi,e-tron,2.0,40962,Manual,Diesel,Third,20583.69
2013,Audi,e-tron,1.8,9393,Automatic,Petrol,Second,10742.58
2023,Audi,e-tron,1.8,105330,Manual,Diesel,Third,26383.33
2019,Audi,e-tron,1.8,19217,Manual,Diesel,Third,20540.14
2023,Audi,e-tron,2.0,113907,Manual,Hybrid,First,39910.78
2016,Audi,e-tron,2.0,73015,Manual,Electric,First,18697.35
2022,Audi,e-tron,1.8,8591,Manual,Diesel,Third,27639.92
2016,Audi,e-tron,2.0,90030,Automatic,Petrol,Second,15819.71
2020,Audi,e-tron,3.0,108319,Automatic,Hybrid,First,31682.57
2019,Audi,e-tron,2.0,26492,Automatic,Hybrid,First,32941.18
2022,Audi,e-tron,3.0,116585,Manual,Diesel,First,35083.24
2023,Audi,e-tron,1.8,88184,Automatic,Diesel,Third,27912.59
2016,Audi,e-tron,3.0,50373,Automatic,Electric,Second,22510.39
2014,Audi,e-tron,3.0,38500,Automatic,Petrol,Second,13110.96
2017,Audi,e-tron,3.0,118006,Automatic,Diesel,Third,11471.72
2016,Audi,e-tron,3.0,92100,Automatic,Hybrid,First,20220.74
2017,Audi,e-tron,1.8,60987,Automatic,Petrol,First,21412.76
2016,Audi,e-tron,3.0,119332,Manual,Diesel,First,16008.84
2014,Audi,e-tron,1.8,26826,Automatic,Diesel,First,13885.03
2015,Audi,e-tron,2.0,129511,Manual,Diesel,Second,10971.67
2024,Audi,e-tron,3.0,103613,Automatic,Diesel,Third,30982.88
2020,Audi,e-tron,2.0,66444,Automatic,Hybrid,Second,28484.95
2019,Audi,e-tron,2.0,56270,Manual,Hybrid,First,29301.95
2017,Audi,e-tron,2.0,71201,Manual,Petrol,Third,11716.64
2015,Audi,e-tron,3.0,77861,Automatic,Electric,First,20479.81
2017,Audi,e-tron,1.8,89924,Automatic,Petrol,First,19356.54
2021,Audi,e-tron,2.0,53109,Automatic,Diesel,First,32875.13
2018,Audi,e-tron,3.0,77548,Manual,Petrol,First,24528.19
2013,Audi,e-tron,3.0,88913,Automatic,Hybrid,Second,14328.25
2019,Audi,e-tron,1.8,36485,Manual,Hybrid,First,30615.92
2019,Audi,e-tron,1.8,54171,Automatic,Hybrid,Third,23361.72
2013,Audi,e-tron,3.0,42459,Manual,Hybrid,Second,10269.02
2018,Audi,e-tron,2.0,122529,Manual,Petrol,Third,12087.11
2014,Audi,e-tron,2.0,107666,Manual,Electric,First,17366.01
2023,Audi,e-tron,1.8,74296,Automatic,Electric,Third,29734.17
2022,Audi,e-tron,1.8,53528,Manual,Electric,Third,25496.15
2021,Audi,e-tron,3.0,6468,Automatic,Hybrid,Second,34787.0
2016,Audi,e-tron,3.0,111025,Manual,Petrol,Third,11841.29
2021,Audi,e-tron,1.8,31962,Automatic,Petrol,First,33689.68
2017,Audi,e-tron,1.8,37558,Manual,Hybrid,Second,23332.75
2014,Audi,e-tron,2.0,101631,Automatic,Electric,First,17307.36
2021,Audi,e-tron,1.8,111052,Manual,Electric,Third,21864.31
2014,Audi,e-tron,1.8,107358,Automatic,Electric,First,17587.13
2016,Audi,e-tron,2.0,42579,Automatic,Petrol,Third,12858.0
2016,Audi,e-tron,1.8,124227,Automatic,Diesel,Third,8895.31
2019,Audi,e-tron,1.8,67949,Manual,Petrol,Second,23145.76
2019,Audi,e-tron,2.0,21610,Manual,Electric,Third,22450.77
2024,Audi,e-tron,3.0,20744,Automatic,Electric,Second,38300.48
2019,Audi,e-tron,3.0,62633,Manual,Petrol,Second,24679.11
2017,Audi,e-tron,2.0,11390,Automatic,Petrol,First,21976.74
2017,Audi,e-tron,2.0,28836,Automatic,Hybrid,Second,22335.64
2017,Audi,e-tron,3.0,69556,Manual,Petrol,Second,16587.54
2018,Audi,e-tron,3.0,76450,Automatic,Hybrid,Third,19360.04
2014,Audi,e-tron,3.0,94145,Manual,Hybrid,First,13339.17
2018,Audi,e-tron,1.8,81253,Automatic,Diesel,Second,20032.96
2015,Audi,e-tron,3.0,56804,Manual,Electric,Second,16563.06
2013,Chevrolet,Malibu,1.5,23180,Automatic,Hybrid,Third,8851.91
2022,Chevrolet,Malibu,3.6,125352,Manual,Electric,Third,17525.92
2020,Chevrolet,Malibu,3.6,83808,Manual,Diesel,Second,13699.28
2022,Chevrolet,Malibu,1.5,63766,Automatic,Diesel,Second,18457.44
2022,Chevrolet,Malibu,2.5,22332,Manual,Hybrid,Third,17325.96
2023,Chevrolet,Malibu,1.5,59625,Manual,Hybrid,First,21330.38
2016,Chevrolet,Malibu,2.5,50576,Automatic,Hybrid,Third,10928.33
2017,Chevrolet,Malibu,2.5,30563,Automatic,Petrol,First,14569.29
2013,Chevrolet,Malibu,5.3,98802,Automatic,Diesel,Second,10164.31
2017,Chevrolet,Malibu,5.3,62595,Automatic,Petrol,Second,14688.82
2020,Chevrolet,Malibu,1.5,48594,Automatic,Electric,Third,15524.27
2015,Chevrolet,Malibu,2.5,28525,Automatic,Petrol,Third,9536.57
2013,Chevrolet,Malibu,3.6,95424,Automatic,Hybrid,First,11819.64
2013,Chevrolet,Malibu,3.6,123359,Manual,Electric,First,11688.59
2019,Chevrolet,Malibu,1.5,124625,Manual,Electric,Second,14595.48
2021,Chevrolet,Malibu,1.5,48952,Automatic,Hybrid,First,22340.04
2016,Chevrolet,Malibu,1.5,109120,Automatic,Hybrid,First,10804.89
2021,Chevrolet,Malibu,3.6,89615,Automatic,Hybrid,Second,18774.91
2022,Chevrolet,Malibu,3.6,128811,Manual,Petrol,Third,15723.64
2017,Chevrolet,Malibu,3.6,72131,Manual,Petrol,Second,12728.27
2018,Chevrolet,Malibu,3.6,10017,Manual,Petrol,Second,15259.61
2015,Chevrolet,Malibu,1.5,70958,Automatic,Diesel,Second,10298.68
2013,Chevrolet,Malibu,1.5,75852,Manual,Hybrid,Second,4385.74
2016,Chevrolet,Malibu,5.3,52577,Manual,Diesel,Second,15539.53
2024,Chevrolet,Malibu,3.6,97686,Manual,Petrol,Third,18215.83
2016,Chevrolet,Malibu,2.5,7163,Automatic,Hybrid,First,15944.58
2016,Chevrolet,Malibu,5.3,107031,Automatic,Petrol,First,15471.42
2018,Chevrolet,Malibu,5.3,80093,Automatic,Petrol,Second,15623.51
2018,Chevrolet,Malibu,1.5,77279,Manual,Hybrid,Third,9779.54
2013,Chevrolet,Malibu,1.5,65740,Manual,Hybrid,Second,6372.42
2023,Chevrolet,Malibu,3.6,111947,Automatic,Petrol,Second,19157.49
2021,Chevrolet,Malibu,1.5,83000,Manual,Diesel,Third,11608.34
2018,Chevrolet,Malibu,5.3,105470,Automatic,Diesel,Second,17031.91
2023,Chevrolet,Malibu,3.6,14170,Automatic,Petrol,First,25739.29
2017,Chevrolet,Malibu,5.3,39108,Manual,Diesel,Second,17941.08
2020,Chevrolet,Malibu,2.5,10444,Manual,Electric,Third,18170.37
2020,Chevrolet,Malibu,3.6,69036,Automatic,Diesel,Second,18700.58
2016,Chevrolet,Malibu,5.3,72468,Manual,Electric,First,20199.4
2023,Chevrolet,Malibu,1.5,115465,Automatic,Hybrid,First,21122.23
2014,Chevrolet,Malibu,5.3,36738,Automatic,Diesel,First,14854.06
2016,Chevrolet,Malibu,2.5,40126,Automatic,Petrol,Second,12826.21
2016,Chevrolet,Malibu,1.5,49435,Automatic,Electric,Third,10258.97
2023,Chevrolet,Malibu,2.5,61132,Manual,Electric,Second,21277.46
2020,Chevrolet,Malibu,5.3,61413,Manual,Petrol,First,21156.18
2014,Chevrolet,Malibu,1.5,84795,Automatic,Diesel,Second,5949.92
2020,Chevrolet,Malibu,2.5,27315,Manual,Hybrid,Third,15526.74
2019,Chevrolet,Malibu,3.6,46420,Manual,Petrol,Third,12447.74
2013,Chevrolet,Malibu,3.6,78475,Manual,Diesel,First,8824.55
2021,Chevrolet,Malibu,1.5,10907,Automatic,Petrol,First,20634.18
2016,Chevrolet,Malibu,5.3,21643,Automatic,Diesel,Second,17942.17
2018,Chevrolet,Malibu,5.3,85203,Automatic,Petrol,Second,15752.24
2016,Chevrolet,Malibu,3.6,28939,Automatic,Petrol,Third,10519.2
2015,Chevrolet,Malibu,3.6,108940,Manual,Petrol,Third,6280.39
2018,Chevrolet,Malibu,1.5,113430,Automatic,Electric,First,17098.09
2016,Chevrolet,Malibu,5.3,96110,Manual,Hybrid,Third,11738.3
2014,Chevrolet,Malibu,5.3,69358,Manual,Petrol,Second,10670.91
2020,Chevrolet,Malibu,5.3,39656,Manual,Hybrid,First,25401.58
2018,Chevrolet,Malibu,5.3,114076,Automatic,Diesel,Third,13949.21
2015,Chevrolet,Malibu,1.5,112577,Automatic,Diesel,Second,7883.39
2015,Chevrolet,Malibu,5.3,106741,Manual,Petrol,Third,8236.64
2023,Chevrolet,Malibu,5.3,42883,Automatic,Hybrid,Third,22141.26
2021,Chevrolet,Malibu,5.3,78866,Automatic,Petrol,First,22707.54
2020,Chevrolet,Malibu,2.5,108190,Automatic,Petrol,First,18166.36
2018,Chevrolet,Malibu,5.3,115308,Automatic,Petrol,Third,14572.47
2021,Chevrolet,Malibu,1.5,25622,Automatic,Petrol,Second,18377.1
2019,Chevrolet,Malibu,5.3,123788,Manual,Diesel,Third,12018.76
2014,Chevrolet,Malibu,5.3,78827,Manual,Electric,Third,11351.82
2024,Chevrolet,Malibu,3.6,118855,Automatic,Electric,Third,20572.56
2015,Chevrolet,Malibu,3.6,28931,Manual,Petrol,First,11364.1
2019,Chevrolet,Malibu,2.5,117445,Manual,Hybrid,First,14997.16
2017,Chevrolet,Malibu,5.3,99816,Automatic,Electric,Third,15667.47
2015,Chevrolet,Malibu,3.6,120857,Automatic,Electric,First,16044.97
2014,Chevrolet,Malibu,1.5,96439,Manual,Petrol,First,5954.1
2022,Chevrolet,Malibu,2.5,43831,Manual,Electric,First,25903.99
2023,Chevrolet,Malibu,3.6,36208,Automatic,Hybrid,Third,21291.24
2019,Chevrolet,Malibu,2.5,120021,Automatic,Diesel,Third,11879.14
2023,Chevrolet,Malibu,1.5,75485,Automatic,Diesel,Second,17553.78
2015,Chevrolet,Malibu,5.3,98321,Automatic,Diesel,Third,9340.27
2022,Chevrolet,Malibu,5.3,109313,Automatic,Diesel,Third,19225.62
2024,Chevrolet,Malibu,2.5,15860,Manual,Electric,Second,25159.1
2019,Chevrolet,Equinox,3.6,44280,Automatic,Hybrid,Second,20177.11
2015,Chevrolet,Equinox,3.6,48588,Manual,Electric,First,17608.63
2015,Chevrolet,Equinox,5.3,116318,Manual,Electric,Second,13377.04
2021,Chevrolet,Equinox,3.6,19640,Manual,Petrol,Second,18726.96
2013,Chevrolet,Equinox,2.5,16730,Manual,Electric,Second,12448.87
2013,Chevrolet,Equinox,3.6,21565,Automatic,Petrol,Third,7828.26
2018,Chevrolet,Equinox,3.6,84855,Automatic,Petrol,First,16878.44
2015,Chevrolet,Equinox,3.6,129766,Manual,Petrol,Third,5117.21
2023,Chevrolet,Equinox,1.5,98443,Manual,Petrol,Third,11139.04
2020,Chevrolet,Equinox,3.6,110710,Automatic,Hybrid,Third,14808.05
2018,Chevrolet,Equinox,2.5,12542,Automatic,Electric,First,23373.7
2022,Chevrolet,Equinox,2.5,59093,Manual,Hybrid,First,22382.99
2013,Chevrolet,Equinox,2.5,80474,Automatic,Electric,Third,9274.52
2018,Chevrolet,Equinox,3.6,33816,Automatic,Diesel,Second,16070.02
2023,Chevrolet,Equinox,1.5,55919,Automatic,Hybrid,First,25303.97
2017,Chevrolet,Equinox,2.5,6017,Automatic,Electric,First,23216.31
2020,Chevrolet,Equinox,2.5,32511,Automatic,Petrol,Second,18138.08
2018,Chevrolet,Equinox,1.5,30048,Automatic,Petrol,First,15617.31
2021,Chevrolet,Equinox,3.6,17525,Manual,Electric,Second,24888.19
2016,Chevrolet,Equinox,5.3,98613,Automatic,Diesel,Second,13301.27
2019,Chevrolet,Equinox,1.5,115264,Manual,Diesel,Third,9457.49
2024,Chevrolet,Equinox,1.5,79280,Automatic,Electric,Third,20103.61
2017,Chevrolet,Equinox,2.5,121981,Automatic,Petrol,Second,9934.24
2015,Chevrolet,Equinox,2.5,17003,Manual,Electric,First,15520.14
2018,Chevrolet,Equinox,5.3,54025,Automatic,Electric,First,26993.72
2020,Chevrolet,Equinox,1.5,79591,Automatic,Petrol,Second,15002.22
2018,Chevrolet,Equinox,3.6,69064,Manual,Petrol,First,13757.9
2013,Chevrolet,Equinox,3.6,23704,Automatic,Diesel,Second,11484.49
2017,Chevrolet,Equinox,5.3,93179,Automatic,Diesel,First,17070.62
2020,Chevrolet,Equinox,1.5,53622,Manual,Electric,Second,18534.51
2019,Chevrolet,Equinox,1.5,30506,Automatic,Petrol,Third,12678.77
2023,Chevrolet,Equinox,5.3,83071,Automatic,Hybrid,Third,21656.42
2014,Chevrolet,Equinox,5.3,53467,Manual,Hybrid,Third,11198.01
2022,Chevrolet,Equinox,5.3,28223,Manual,Petrol,Second,20910.16
2014,Chevrolet,Equinox,1.5,111033,Manual,Hybrid,Second,7709.49
